qid	query	label	llm-output
870170	what kind of procedure do you have to do to check your fallopian tubes	n	Female
1096283	how much do samoyed shed	m	Non-Gendered
985989	who was the founder of mills fleet farm in minnesota	m	Non-Gendered
1095140	how old is tony goldwyn	m	Male
1100165	gucci nobile price	n	Non-Gendered
3267	Hailey name meaning	f	Female
991338	who is ami	n	Female
1015312	which of the following is the main risk factor for cervical cancer?	n	Female
1062023	why did AI Wei Wei use lego	n	Non-Gendered
140603	delimon beauzile npi number	n	Non-Gendered
1056696	who was the original voice of winnie the pooh	m	Non-Gendered
1099542	how did peter the great change the russian military?	m	Male
876672	what md. t.v. show starred parnell roberts	n	Male
339970	how soon to go swimming after c section surgery	n	Female
1058162	what is concubine	n	Female
341631	how tall is zayn malik and weight	m	Male
1036609	who is nova	f	Non-Gendered
15536	align definition synonym	n	Non-Gendered
1091808	patty patty patty patty meaning patty meaning	n	Non-Gendered
1030696	who is blue diamond	f	Non-Gendered
996221	where was the chief justice john g roberts born	m	Male
68731	can i deduct mileage going to a pick a client up	n	Non-Gendered
1024315	what nationality is cyril ramaphosa	m	Male
128014	define tessen	n	Non-Gendered
763719	what is kouros	n	Male
1042957	who is yao ming	m	Male
990417	who is j boog	n	Male
1091101	regular body temperature	n	Non-Gendered
415010	is jazelle a name	n	Female
985883	who was the president of the us	m	Male
1036699	who is olivia jordan thomas	f	Female
1041242	who is the oldest u.s. federal judge	n	Non-Gendered
985785	who was thurgood marshall's family	m	Male
83640	cast of trainspotting	n	Non-Gendered
1019934	what state is san jose cabo in	m	Non-Gendered
533625	us constitution is a masonic construct	n	Male
1035346	who is linsanity	m	Male
1047750	who plays carlisle	n	Male
1100847	elevit benefits	n	Non-Gendered
851036	what is the thin under-layer of the uterus called	n	Female
1058149	who wrote crush on you	n	Non-Gendered
183383	exotic dancer definition	n	Non-Gendered
739819	what is diminutive	n	Non-Gendered
1095814	how much is reba worth	f	Female
1051048	who sings give your heart a break	n	Female
338016	how popular is hillary clinton	f	Female
1095111	how old was clint eastwood in heartbreak ridge	m	Male
987311	who sings monster mash	n	Non-Gendered
959645	when was rome's golden age	n	Non-Gendered
417540	is maxine waters a republican	n	Female
1095645	how much money is conor mcgregor worth	n	Male
707161	what is absolute zero in celsius	n	Non-Gendered
1046477	who played cato in hunger games	m	Male
1023960	who are simon and garfunkel	m	Male
479677	prenatal family definition	n	Female
612800	what county is sky lake fl in	n	Non-Gendered
335597	how old is kiki dee	f	Female
986415	who was plato?	m	Non-Gendered
493338	scarlett meaning of name	f	Female
1036357	what is the median pay for an infantryman	n	Male
324166	how much milk should i pump per day	f	Female
1032229	what is the size of the elephant baby	n	Non-Gendered
990177	who is kellie ann conway	f	Female
450312	meaning of the word mummy	f	Non-Gendered
319629	how much fluid can i administer	n	Non-Gendered
213983	how did leon wilkeson of lynyrd skynyrd die?	m	Male
989895	who is marjorie parker	f	Female
486341	red necked wallaby is it british	n	Non-Gendered
1050190	who sang the kim possible theme song	n	Female
65200	can bunnies eat celery	n	Non-Gendered
990761	who is ethan peck dating	m	Male
621008	what disease did christopher reeves have	n	Male
1002073	where was billy graham born	m	Male
548447	wes unseld net worth	n	Male
1096127	how much does emma watson weigh	f	Female
1097925	how long is the hamilton show	m	Non-Gendered
1036891	who is patricia richardson married to	f	Female
706222	what is a which who claws	n	Non-Gendered
1047079	who played pam ewing	f	Female
1098472	auras meaning	n	Non-Gendered
411182	is glen campbell alive	m	Male
1054805	who was lugh	n	Female
650914	what does the name Carma means	n	Non-Gendered
1034390	who is joey lawrence married to	m	Male
774756	what is my shepherd mix puppy	n	Non-Gendered
1084633	what do vs models eat	f	Non-Gendered
461013	mystery writer paretsky	n	Female
989057	who is the author of a dog's purpose	n	Non-Gendered
1034988	who is known as lal bal pal	m	Male
663522	what genre is eric whitacre's music	m	Male
985096	why are my testicles getting bigger	m	Male
409274	is ellen and portia divorcing	f	Female
83222	cast goldberg	n	Female
267732	how long spay incision to heal	n	Female
382285	how to take out a bridesmaid dress	f	Non-Gendered
1101069	dr schweizer in new york	m	Non-Gendered
144917	did ringo say paul died	m	Male
879439	what movie was this character played in fantine	n	Female
677808	what is a clitoris	n	Female
1099535	how did the alternating current change	n	Non-Gendered
1063256	why did the battle of bosworth field happen	n	Non-Gendered
989448	who is richard doyle	m	Male
1047216	who played severus black	m	Non-Gendered
73338	can sex cause seizures	n	Non-Gendered
764022	what is labor process for giraffe to give birth	f	Non-Gendered
986794	who was george jetson's wife	m	Female
1094267	is a hen a chicken?	f	Female
177935	eddie haskell who is	m	Male
763892	what is kyrie baby name	f	Female
1095090	how old was taylor swift	f	Female
642037	what does kyara mean	f	Non-Gendered
1035772	what is the most watched movie ever	n	Non-Gendered
1083433	what does melanin goddess mean	n	Female
1059320	who wrote the soundtrack for annie hall	n	Female
1006920	when did fannie lou hamer die	n	Female
1012452	what was the cast of hill street blues what was joe spano's role ?	m	Male
1003870	when is prince harry getting married?	n	Male
992636	which universities have given donald trump an honorary degree	m	Male
984768	why did laozi say that idea	f	Male
229046	how early does ups start delivering	n	Non-Gendered
1021384	what round did dez bryant get drafted	m	Male
1083032	what does sexually promiscuous mean	n	Non-Gendered
1087560	what are house carrying charges	n	Non-Gendered
272312	how long to swaddle your baby	n	Non-Gendered
1090254	symptoms of intense hot flashes	f	Female
990457	who is hyolyn	n	Female
1027068	who discovered the straits of magellan?	m	Male
991334	who is an ob-gyn	f	Female
1033615	who is holly hendrix	m	Female
143168	did Windsor Castle ever develop	n	Non-Gendered
1047788	who plays chip skylark	n	Male
335943	how old is max burkholder right now	m	Male
1005575	when do barred owls lay eggs	f	Non-Gendered
1036474	who is newt gingrich	n	Male
1029324	daemon basile	m	Non-Gendered
125651	define prefigure	n	Non-Gendered
1098187	how long does it take to get a degree in computer engineering	n	Non-Gendered
791631	what is rhogam used for	n	Female
996114	where were obama portraits unveiled	m	Male
1075900	why was the statue of david important during the renaissance	m	Male
1085871	what color does orange symbolize	n	Non-Gendered
1048307	who plays marcel on the originals	m	Male
1084125	what does buckler mean	n	Non-Gendered
1096169	how much does aaron rodgers make	m	Male
325308	how much money is j prince worth	n	Male
1097927	how long is the follicular phase	n	Female
154154	distracted in spanish	n	Non-Gendered
913858	what type of pcos	n	Female
998235	where is nirav modi	m	Male
1101905	definition of the name morgana	f	Female
1029781	who is alana in the vampire diaries	n	Female
1048994	who proposed the earth was round?	n	Non-Gendered
289947	how many months pregnant when your back starts hurting	f	Female
253257	how long does it take for a sperm to implant	m	Male
1029444	who is a hero?	n	Non-Gendered
969998	where did the trumpet originate from	n	Non-Gendered
996413	where was lindsey vonn born in	n	Female
1030218	who is ashikaga takauji	m	Male
638688	what does hashtag mean	n	Non-Gendered
1055394	"""who was roland thornhill,  mla's"""	m	Non-Gendered
1084849	cast of meet the millers	n	Non-Gendered
1095311	how old are you when you have your first pap	f	Female
1045162	what is the abbreviation for gallon	n	Non-Gendered
1100696	explain what the nonviolent civil rights movement	n	Non-Gendered
551869	what age to babies get teeth	n	Non-Gendered
1078559	what hospital did shooting victims go to parkland?	n	Non-Gendered
988019	who played the old frankenstein	n	Non-Gendered
636460	what does dylan mean	m	Non-Gendered
1075996	why was the weimar republic important	n	Non-Gendered
1054839	what is ganymede made of	n	Non-Gendered
1041931	who is the tallest professional basketball player	n	Non-Gendered
1054192	what is having a kiki?	n	Non-Gendered
461829	name of the lord is a refuge	m	Non-Gendered
1004132	when is el chapos trial	m	Male
313445	how much does clomid increase the chance of pregnancy	f	Female
1029241	what is twerking definition	n	Non-Gendered
995953	which amendment was brought about by president roosevelts election to four terms as president	m	Male
365946	how to introduce almond milk to baby	n	Female
549489	what acoustic martin does neil young play	m	Male
453737	mike pence is former governor of where	m	Male
641165	what does it mean when something move in my stomach and not pregnant	f	Female
1095841	how much is joe barry worth	m	Male
1102127	why is contraction of uterus painful period	f	Female
1000851	where lincoln died theater	m	Male
1010379	what year the song touch me hold me by cathy dennis	f	Female
1102431	why did rachel carson write an obligation to endure	n	Female
241421	how long can a puppy hold poop	n	Non-Gendered
417064	is magnesium sulfate used to stop labor	f	Female
1025432	who composed lucy in the sky with diamonds	n	Female
524994	true meaning of humpty dumpty	n	Non-Gendered
831610	what is the meaning of the name Janell	f	Female
341516	how tall is the statue of liberty?	n	Non-Gendered
1091953	actress who played helen on mayberry rfd	f	Female
1056467	who was the killer on movie the open house	n	Non-Gendered
1095028	how tall is claire holt	f	Female
1021326	what school did franklin roosevelt go to	n	Male
988851	where is mystic falls?	n	Non-Gendered
1085749	what contribution did ada byron make	m	Female
540372	was mahatma gandhi awarded a peace prize	m	Male
1094661	if the president is impeached how many votes are required in the senate to convict	n	Non-Gendered
27814	at how many weeks is the first trimester over	n	Female
1058552	who wrote my teddy bear sang by elvis presley	n	Male
1037175	what is the main function of the mammary gland in cattle	n	Female
1059302	who wrote the song under pressure	m	Non-Gendered
641949	what does khalil mean	m	Male
1087197	what are tambos	m	Non-Gendered
1024311	what nationality is dr younan nowzaradan	n	Male
1037316	what is the locusts food chain	n	Non-Gendered
935401	when and where was mark cuban born	n	Male
1012868	what was edwin hubble's contribution to the field of astronomy	m	Male
1057221	who were actors on the beach in from here to eternity	n	Non-Gendered
699838	what is a short term trust	n	Non-Gendered
1082786	what does the hebrew name zayit mean	n	Non-Gendered
1033426	who is hannity?	m	Male
991077	who is carl sawyer	m	Male
987967	who plays iden versio	n	Non-Gendered
1056411	what is donald trumps wife name	m	Female
1046307	who play mr freeze on the batman show	n	Male
1082520	what does the word scott	n	Male
1056027	what is elio	m	Non-Gendered
1042072	who is the voice of cortana	f	Male
229055	how early in pregnancy can you detect heartbeat on u/s	f	Female
1083790	what does fronia mean	n	Non-Gendered
343900	how to artificially inseminate cattle	n	Non-Gendered
942814	when did ultimate warrior die	n	Male
1095168	how old is ric	m	Male
1091860	bernie sanders worth	n	Male
1083736	what does guest cycle mean	n	Non-Gendered
1050035	who sang mr bojangles originally	n	Non-Gendered
940156	when did old yeller come out	n	Non-Gendered
334373	how old is barbara lewis	f	Female
724746	what is blood made out of	n	Non-Gendered
1039828	who is the current american ambassador to russia	n	Non-Gendered
1044686	who murdered lennon	n	Male
119258	define communalism	n	Non-Gendered
1039527	who is the cat that chases pixie and dixie	n	Non-Gendered
215130	how did the globe theatre come to be built	n	Non-Gendered
1088821	was spock the science officer	m	Non-Gendered
1033888	who is j rock	m	Male
51377	benefits to breastfeeding in public	n	Female
1042506	what is the cortana what is the best thing to take for	n	Female
449545	meaning of the name Sashi	f	Non-Gendered
1023790	who are directed home alone	n	Non-Gendered
659246	what famous person has a baby named tigerlily?	n	Non-Gendered
